epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
37,2117.97,0.68436,0.90322,1.22934,0.94842,0.90317,0.96435,0.84143,0.58781,0.50822,0.97958,0.008812,0.008812,0.008812
38,2177.22,0.67867,0.89142,1.23101,0.97607,0.9412,0.98888,0.89296,0.49585,0.33744,0.91291,0.008779,0.008779,0.008779
39,2233.66,0.68028,0.88533,1.22388,0.95604,0.94995,0.98819,0.87396,0.53141,0.35108,0.94114,0.008746,0.008746,0.008746
40,2289.31,0.67236,0.86475,1.2186,0.97169,0.95045,0.99016,0.90008,0.48973,0.31552,0.89533,0.008713,0.008713,0.008713
41,2345.88,0.67673,0.87429,1.22254,0.97493,0.94089,0.98097,0.85384,0.61537,0.43229,1.01494,0.00868,0.00868,0.00868
42,2400.78,0.68427,0.87522,1.22925,0.98095,0.94826,0.98952,0.89222,0.51872,0.34189,0.91754,0.008647,0.008647,0.008647
43,2455.84,0.66067,0.85127,1.21091,0.96922,0.95074,0.98958,0.89823,0.49886,0.3366,0.90918,0.008614,0.008614,0.008614
44,2510.34,0.66718,0.85031,1.21535,0.9698,0.9616,0.9904,0.89181,0.47818,0.34043,0.89981,0.008581,0.008581,0.008581
45,2564.29,0.66953,0.85702,1.21793,0.97865,0.94158,0.98801,0.90689,0.48271,0.33434,0.90109,0.008548,0.008548,0.008548
46,2618.2,0.65821,0.85764,1.21002,0.97009,0.9556,0.98984,0.90705,0.45823,0.33699,0.88405,0.008515,0.008515,0.008515
47,2672.05,0.66335,0.85529,1.21343,0.98501,0.95242,0.99031,0.91533,0.44496,0.30505,0.87745,0.008482,0.008482,0.008482
48,2728.05,0.64748,0.82779,1.20182,0.98079,0.95741,0.99103,0.90763,0.45584,0.38892,0.91509,0.008449,0.008449,0.008449
49,2783.21,0.66559,0.85404,1.21369,0.96333,0.97306,0.99062,0.91677,0.41235,0.30134,0.84309,0.008416,0.008416,0.008416
50,2837.31,0.65017,0.84157,1.20379,0.96184,0.97311,0.98997,0.91451,0.44957,0.30787,0.871,0.008383,0.008383,0.008383
51,2891.43,0.6518,0.84451,1.20267,0.9666,0.96459,0.99124,0.91461,0.4676,0.32412,0.89034,0.00835,0.00835,0.00835
52,2948.95,0.63839,0.83401,1.1937,0.95342,0.95712,0.98898,0.90831,0.44432,0.35794,0.87654,0.008317,0.008317,0.008317
53,3002.87,0.63048,0.80552,1.18681,0.98226,0.95851,0.99219,0.91486,0.49637,0.316,0.90177,0.008284,0.008284,0.008284
54,3056.71,0.64538,0.83214,1.20275,0.98276,0.94592,0.99109,0.91296,0.47921,0.31308,0.89836,0.008251,0.008251,0.008251
55,3110.62,0.64476,0.81847,1.19711,0.9625,0.95161,0.98906,0.91556,0.43771,0.30478,0.86378,0.008218,0.008218,0.008218
56,3164.45,0.62701,0.8076,1.18529,0.98363,0.94684,0.98782,0.91291,0.43563,0.30586,0.87222,0.008185,0.008185,0.008185
57,3218.33,0.63203,0.82165,1.18911,0.97292,0.94863,0.98671,0.91221,0.45989,0.35538,0.91383,0.008152,0.008152,0.008152
58,3272.16,0.62393,0.79875,1.18247,0.98138,0.95217,0.99086,0.91574,0.44585,0.29091,0.86428,0.008119,0.008119,0.008119
59,3326.14,0.62651,0.81344,1.1928,0.97735,0.94389,0.98821,0.90805,0.46797,0.325,0.88986,0.008086,0.008086,0.008086
60,3380.29,0.62791,0.80566,1.18839,0.98855,0.9362,0.9893,0.9212,0.40468,0.28773,0.83208,0.008053,0.008053,0.008053
61,3434.47,0.61919,0.79359,1.1796,0.97561,0.9686,0.99003,0.91181,0.44716,0.30759,0.87782,0.00802,0.00802,0.00802
62,3488.54,0.61108,0.79163,1.17643,0.9661,0.97255,0.99145,0.92216,0.40555,0.28675,0.84531,0.007987,0.007987,0.007987
63,3542.49,0.61529,0.78721,1.17737,0.98924,0.9503,0.99201,0.9211,0.42115,0.27366,0.8522,0.007954,0.007954,0.007954
64,3596.63,0.61799,0.79839,1.18,0.98592,0.94612,0.99105,0.92387,0.41079,0.29706,0.86607,0.007921,0.007921,0.007921
65,3650.64,0.61146,0.79053,1.17901,0.97702,0.94978,0.99076,0.90493,0.45235,0.30899,0.89232,0.007888,0.007888,0.007888
66,3704.82,0.61003,0.79237,1.17603,0.99069,0.9394,0.99049,0.90765,0.42734,0.31423,0.87643,0.007855,0.007855,0.007855
67,3758.67,0.60809,0.77697,1.17489,0.97289,0.95675,0.98885,0.91341,0.43603,0.29457,0.87189,0.007822,0.007822,0.007822
68,3812.69,0.60966,0.78362,1.17688,0.96052,0.9688,0.99012,0.9184,0.42983,0.32473,0.86299,0.007789,0.007789,0.007789
69,3866.64,0.60145,0.78287,1.17197,0.96391,0.97224,0.99152,0.92442,0.42874,0.30366,0.86969,0.007756,0.007756,0.007756
70,3920.62,0.60275,0.7718,1.16674,0.9861,0.95206,0.9915,0.92074,0.40685,0.26652,0.85425,0.007723,0.007723,0.007723
71,3974.68,0.59963,0.77312,1.17023,0.98601,0.951,0.99122,0.91822,0.42001,0.30116,0.87241,0.00769,0.00769,0.00769
72,4028.66,0.60736,0.77663,1.17376,0.99449,0.94545,0.99257,0.9191,0.42461,0.27079,0.86464,0.007657,0.007657,0.007657
73,4082.7,0.59302,0.74919,1.16238,0.98304,0.94556,0.99112,0.92331,0.42023,0.28822,0.85454,0.007624,0.007624,0.007624
74,4136.75,0.59156,0.75022,1.16107,0.97383,0.96576,0.99211,0.9225,0.43449,0.29044,0.88967,0.007591,0.007591,0.007591
75,4190.89,0.58751,0.75977,1.1558,0.98913,0.95416,0.99126,0.91807,0.44042,0.3048,0.89273,0.007558,0.007558,0.007558
76,4244.93,0.59258,0.76061,1.16119,0.97693,0.96528,0.99225,0.9244,0.43468,0.30576,0.87659,0.007525,0.007525,0.007525
77,4299.14,0.57212,0.75028,1.14867,0.99302,0.95244,0.99152,0.91311,0.4475,0.28805,0.8765,0.007492,0.007492,0.007492
78,4353.16,0.59186,0.76592,1.16348,0.96652,0.96212,0.99165,0.91711,0.44728,0.28471,0.86125,0.007459,0.007459,0.007459
79,4407.18,0.59146,0.75781,1.16231,0.9716,0.96728,0.99187,0.91693,0.43624,0.2838,0.87369,0.007426,0.007426,0.007426
80,4461.19,0.58843,0.75307,1.15883,0.97343,0.95868,0.99056,0.9212,0.43217,0.28769,0.8554,0.007393,0.007393,0.007393
81,4515.18,0.58105,0.74589,1.15219,0.99344,0.94865,0.99181,0.92751,0.41373,0.26697,0.84077,0.00736,0.00736,0.00736
82,4569.29,0.57683,0.74682,1.1513,0.97789,0.96447,0.99207,0.9232,0.4261,0.28057,0.84925,0.007327,0.007327,0.007327
83,4623.33,0.57874,0.74606,1.15434,0.98515,0.95951,0.99222,0.92022,0.44078,0.29695,0.87061,0.007294,0.007294,0.007294
84,4677.54,0.56713,0.7379,1.14922,0.97955,0.96384,0.99246,0.92936,0.40273,0.26075,0.84963,0.007261,0.007261,0.007261
85,4731.63,0.57915,0.74355,1.15898,0.98129,0.96048,0.99198,0.91792,0.44925,0.27763,0.86656,0.007228,0.007228,0.007228
86,4785.57,0.57144,0.74122,1.15004,0.98281,0.96494,0.99281,0.92299,0.41843,0.26207,0.86098,0.007195,0.007195,0.007195
87,4839.54,0.57417,0.74109,1.15115,0.99009,0.94859,0.99124,0.91938,0.43297,0.28483,0.84925,0.007162,0.007162,0.007162
88,4893.57,0.56255,0.72235,1.14368,0.98619,0.95544,0.99097,0.92487,0.41586,0.25677,0.85133,0.007129,0.007129,0.007129
89,4947.47,0.56501,0.73461,1.14525,0.99179,0.95551,0.99185,0.92668,0.40156,0.26188,0.84146,0.007096,0.007096,0.007096
90,5001.57,0.57202,0.73695,1.15033,0.9842,0.95238,0.99109,0.93143,0.39922,0.26471,0.83854,0.007063,0.007063,0.007063
91,5055.52,0.5616,0.73034,1.14084,0.97163,0.96525,0.99228,0.93096,0.39566,0.25529,0.83774,0.00703,0.00703,0.00703
92,5109.65,0.56439,0.73142,1.14278,0.99086,0.94384,0.99032,0.92939,0.37636,0.26218,0.82292,0.006997,0.006997,0.006997
93,5163.64,0.55727,0.71954,1.13645,0.97125,0.97072,0.99205,0.92876,0.39501,0.26217,0.83812,0.006964,0.006964,0.006964
94,5217.64,0.56304,0.71773,1.1441,0.98709,0.95894,0.99241,0.92609,0.40968,0.26099,0.84774,0.006931,0.006931,0.006931
95,5271.69,0.54857,0.70912,1.13099,0.98126,0.95437,0.99172,0.92754,0.39754,0.25953,0.83931,0.006898,0.006898,0.006898
96,5325.64,0.5524,0.71442,1.13341,0.98479,0.94819,0.99062,0.92883,0.39199,0.28456,0.85772,0.006865,0.006865,0.006865
97,5379.57,0.56268,0.72224,1.14333,0.97681,0.96615,0.99234,0.93279,0.38119,0.24076,0.82263,0.006832,0.006832,0.006832
98,5433.57,0.54642,0.71162,1.13222,0.9801,0.96022,0.99171,0.93304,0.38502,0.25962,0.83475,0.006799,0.006799,0.006799
99,5487.67,0.55898,0.72562,1.14205,0.97586,0.96433,0.99177,0.93318,0.38397,0.25199,0.835,0.006766,0.006766,0.006766
100,5541.61,0.55631,0.71639,1.1393,0.9748,0.97041,0.99266,0.92698,0.40393,0.2554,0.84651,0.006733,0.006733,0.006733
101,5595.62,0.55382,0.68938,1.13461,0.96841,0.97707,0.99304,0.92587,0.4309,0.25452,0.85754,0.0067,0.0067,0.0067
102,5649.61,0.55159,0.71089,1.13528,0.98777,0.95413,0.99234,0.93027,0.40758,0.26299,0.84518,0.006667,0.006667,0.006667
103,5703.61,0.5546,0.72346,1.14084,0.98826,0.95674,0.99242,0.93073,0.40456,0.25634,0.84765,0.006634,0.006634,0.006634
104,5757.73,0.55364,0.72705,1.13509,0.98099,0.95879,0.9923,0.92876,0.42564,0.27773,0.85366,0.006601,0.006601,0.006601
105,5811.59,0.53556,0.69649,1.12207,0.99247,0.94864,0.992,0.92957,0.41204,0.26517,0.8543,0.006568,0.006568,0.006568
106,5868.75,0.542,0.70262,1.13015,0.99432,0.94934,0.9918,0.93147,0.40538,0.2516,0.83721,0.006535,0.006535,0.006535
107,5922.72,0.53555,0.69489,1.12928,0.97868,0.96391,0.9929,0.92927,0.40636,0.25391,0.85182,0.006502,0.006502,0.006502
108,5976.49,0.53521,0.69258,1.11846,0.99029,0.95593,0.99304,0.93069,0.41973,0.25022,0.87067,0.006469,0.006469,0.006469
109,6030.12,0.54449,0.70158,1.12884,0.98956,0.95814,0.99265,0.93125,0.39503,0.26129,0.86689,0.006436,0.006436,0.006436
110,6083.94,0.53966,0.70461,1.12959,0.98202,0.96597,0.99251,0.92694,0.40854,0.26765,0.88647,0.006403,0.006403,0.006403
111,6137.79,0.53371,0.68943,1.12278,0.9932,0.95563,0.99198,0.93085,0.4201,0.26217,0.87409,0.00637,0.00637,0.00637
112,6191.55,0.54703,0.70259,1.12973,0.97923,0.96833,0.99284,0.92846,0.41092,0.25736,0.85766,0.006337,0.006337,0.006337
113,6245.47,0.54124,0.68593,1.12979,0.99033,0.95773,0.99259,0.92423,0.40994,0.25106,0.85225,0.006304,0.006304,0.006304
114,6299.37,0.53953,0.6844,1.13143,0.98533,0.95939,0.99215,0.92918,0.3959,0.24922,0.84141,0.006271,0.006271,0.006271
115,6353.2,0.53241,0.68595,1.12257,0.99339,0.95576,0.99252,0.93094,0.41032,0.24821,0.85229,0.006238,0.006238,0.006238
116,6407.11,0.52559,0.67868,1.12025,0.99329,0.95038,0.99237,0.92398,0.40845,0.26514,0.86149,0.006205,0.006205,0.006205
117,6461.51,0.53215,0.68508,1.12174,0.99242,0.95267,0.99208,0.93063,0.4024,0.24931,0.85245,0.006172,0.006172,0.006172
118,6515.36,0.53187,0.6781,1.122,0.98569,0.95849,0.99229,0.93109,0.40079,0.24799,0.85562,0.006139,0.006139,0.006139
119,6569.13,0.51789,0.66721,1.11299,0.97058,0.97101,0.99231,0.93312,0.39429,0.25043,0.83383,0.006106,0.006106,0.006106
